"Occupancy","Time"
"720","0.18945312"
"721","0.1899414"
"722","0.19042969"
"723","0.19091797"
"724","0.19140625"
"725","0.19189453"
"726","0.19238281"
"727","0.1928711"
"728","0.19335938"
"729","0.19384766"
"730","0.19433594"
"731","0.19482422"
"732","0.19433594"
"733","0.19384766"
"734","0.19433594"
"735","0.19482422"
"736","0.1953125"
"737","0.19580078"
"738","0.19628906"
"739","0.19677734"
"740","0.19726562"
"741","0.1977539"
"742","0.19824219"
"743","0.1977539"
"744","0.19726562"
"745","0.19677734"
"746","0.19726562"
"747","0.1977539"
"748","0.19824219"
"749","0.19873047"
"750","0.19921875"
"751","0.19873047"
"752","0.19921875"
"753","0.19970703"
"754","0.19921875"
"755","0.19970703"
"756","0.20019531"
"757","0.099853516"
"758","0.10029354"
"759","0.10053816"
"760","0.10078278"
"761","0.10053816"
"762","0.10078278"
"763","0.1010274"
"764","0.10127202"
"765","0.101516634"
"766","0.10176125"
"767","0.10200587"
"768","0.10225049"
"769","0.102495104"
"770","0.10273973"
"771","0.10298435"
"772","0.103228964"
"773","0.10347358"
"774","0.1037182"
"775","0.10347358"
"776","0.103228964"
"777","0.10347358"
"778","0.1037182"
"779","0.10396282"
"780","0.1037182"
"781","0.10396282"
"782","0.104207434"
"783","0.10445205"
"784","0.104696676"
"785","0.10494129"
"786","0.104696676"
"787","0.10445205"
"788","0.104207434"
"789","0.10445205"
"790","0.104207434"
"791","0.10396282"
"792","0.104207434"
"793","0.10445205"
"794","0.104207434"
"795","0.10396282"
"796","0.1037182"
"797","0.10347358"
"798","0.1037182"
"799","0.10396282"
"800","0.104207434"
"801","0.10445205"
"802","0.104207434"
"803","0.10445205"
"804","0.104696676"
"805","0.10494129"
"806","0.10518591"
"807","0.10543053"
"808","0.105675146"
"809","0.10543053"
"810","0.105675146"
"811","0.10543053"
"812","0.10518591"
"813","0.10494129"
"814","0.104696676"
"815","0.10494129"
"816","0.10518591"
"817","0.10543053"
"818","0.10518591"
"819","0.10494129"
"820","0.10518591"
"821","0.10494129"
"822","0.10518591"
"823","0.10543053"
"824","0.10518591"
"825","0.10543053"
"826","0.105675146"
"827","0.10591976"
"828","0.105675146"
"829","0.10591976"
"830","0.105675146"
"831","0.10591976"
"832","0.10616438"
"833","0.106409"
"834","0.10665362"
"835","0.10689824"
"836","0.10665362"
"837","0.10689824"
"838","0.10714286"
"839","0.107387476"
"840","0.10763209"
"841","0.107387476"
"842","0.10763209"
"843","0.10787671"
"844","0.10763209"
"845","0.10787671"
"846","0.10812133"
"847","0.108365946"
"848","0.10861057"
"849","0.108365946"
"850","0.10861057"
"851","0.10885519"
"852","0.109099805"
"853","0.10934442"
"854","0.109099805"
"855","0.10934442"
"856","0.10958904"
"857","0.10934442"
"858","0.10958904"
"859","0.10983366"
"860","0.110078275"
"861","0.11032289"
"862","0.11056752"
"863","0.110812135"
"864","0.11105675"
"865","0.11130137"
"866","0.11154599"
"867","0.11130137"
"868","0.11154599"
"869","0.111790605"
"870","0.11203522"
"871","0.11227984"
"872","0.112524465"
"873","0.11227984"
"874","0.11203522"
"875","0.11227984"
"876","0.112524465"
"877","0.11276908"
"878","0.1130137"
"879","0.11325832"
"880","0.113502935"
"881","0.11325832"
"882","0.1130137"
"883","0.11325832"
"884","0.113502935"
"885","0.11374755"
"886","0.11399217"
"887","0.11423679"
"888","0.11448141"
"889","0.11472603"
"890","0.11448141"
"891","0.11472603"
"892","0.11497065"
"893","0.115215264"
"894","0.11545988"
"895","0.1157045"
"896","0.11594912"
"897","0.1157045"
"898","0.11594912"
"899","0.116193734"
"900","0.11643836"
"901","0.11668298"
"902","0.116927594"
"903","0.11717221"
"904","0.11741683"
"905","0.11766145"
"906","0.117906064"
"907","0.11815068"
"908","0.117906064"
"909","0.11815068"
"910","0.118395306"
"911","0.11815068"
"912","0.118395306"
"913","0.11863992"
"914","0.11888454"
"915","0.11912916"
"916","0.119373776"
"917","0.11961839"
"918","0.11986301"
"919","0.12010763"
"920","0.11986301"
"921","0.12010763"
"922","0.12035225"
"923","0.12059687"
"924","0.12084149"
"925","0.121086106"
"926","0.12084149"
"927","0.12059687"
"928","0.12084149"
"929","0.12059687"
"930","0.12084149"
"931","0.121086106"
"932","0.12133072"
"933","0.12157534"
"934","0.12181996"
"935","0.12157534"
"936","0.12133072"
"937","0.12157534"
"938","0.12133072"
